"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name","phylogenetic_clade"
"R6-2021-4798",NA,"OR971554","Canis lupus familiaris","brain","=""29-oct-2021""","date_collected","Thtp pob","Maasin","Iloilo-Maasin","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971554","AL_Asian_SEA4"
"R6-2021-4770",NA,"OR971553","Canis lupus familiaris","brain","=""27-oct-2021""","date_collected","Mag bato","Lambunao","Iloilo-Lambunao","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971553","AL_Asian_SEA4"
"R6-2021-4769",NA,"OR971552","Canis lupus familiaris","brain","=""26-oct-2021""","date_collected","San pedro molo","Iloilo city","Iloilo-Ajuy","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971552","AL_Asian_SEA4"
"R6-2021-4768",NA,"OR971551","Canis lupus familiaris","brain","=""25-oct-2021""","date_collected",NA,"Oton","Iloilo-Oton","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971551","AL_Asian_SEA4"
"R6-2021-4767",NA,"OR971550","Canis lupus familiaris","brain","=""25-oct-2021""","date_collected","Escailla sub. Mandurriao","Iloilo city","Iloilo-Ajuy","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971550","AL_Asian_SEA4"
"R6-2021-4711",NA,"OR971549","Canis lupus familiaris","brain","=""22-oct-2021""","date_collected","Camalongo","Calinog","Iloilo-Calinog","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971549","AL_Asian_SEA4"
"R6-2021-4703",NA,"OR971548","Canis lupus familiaris","brain","=""19-oct-2021""","date_collected","Mina west pob.","Mina","Iloilo-Mina","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971548","AL_Asian_SEA4"
"R6-2021-4702",NA,"OR971547","Canis lupus familiaris","brain","=""19-oct-2021""","date_collected","Orong","Kabankalan city","Negros Occidental-Bago City","Negros occidental","Negros Occidental","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971547","AL_Asian_SEA4"
"R6-2021-4600",NA,"OR971546","Canis lupus familiaris","brain","=""13-oct-2021""","date_collected","Zone 1 pob.","Tubungan","Iloilo-Tubungan","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971546","AL_Asian_SEA4"
"R6-2021-4599",NA,"OR971545","Canis lupus familiaris","brain","=""12-oct-2021""","date_collected","Jibao-an","Pavia","Iloilo-Pavia","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971545","AL_Asian_SEA4"
"R4B-2022-00007",NA,"OR971494","Canis lupus familiaris","brain","=""16-Feb-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971494","AL_Asian_SEA4"
"R4B-2022-00006",NA,"OR971493","Canis lupus familiaris","brain","=""09-Feb-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971493","AL_Asian_SEA4"
"R4B-2022-00005",NA,"OR971492","Canis lupus familiaris","brain","=""02-Sep-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971492","AL_Asian_SEA4"
"R4B-2022-00004",NA,"OR971491","Canis lupus familiaris","brain","=""04-Feb-2022""","date_collected",NA,NA,NA,"Occidental Mindoro","Occidental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971491","AL_Asian_SEA4"
"R4B-2022-00002",NA,"OR971490","Canis lupus familiaris","brain","=""14-Jan-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971490","AL_Asian_SEA4"
"R4B-2022-00001",NA,"OR971489","Canis lupus familiaris","brain","=""05-Jan-2022""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971489","AL_Asian_SEA4"
"R4B-2021-070",NA,"OR971488","Canis lupus familiaris","brain","=""23-Apr-2021""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971488","AL_Asian_SEA4"
"R4B-2021-067",NA,"OR971487","Canis lupus familiaris","brain","=""14-Apr-2021""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971487","AL_Asian_SEA4"
"R4B-2021-061",NA,"OR971486","Canis lupus familiaris","brain","=""03-Oct-2021""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971486","AL_Asian_SEA4"
"R4B-2021-060",NA,"OR971485","Canis lupus familiaris","brain","=""03-May-2021""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971485","AL_Asian_SEA4"
"R4B-2021-058",NA,"OR971484","Canis lupus familiaris","brain","=""02-Sep-2021""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971484","AL_Asian_SEA4"
"R4B-2019-5816",NA,"OR971483","Canis lupus familiaris","brain","=""16-Aug-2019""","date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971483","AL_Asian_SEA4"
"R4A-2022-577",NA,"OR971482","Canis lupus familiaris","brain","=""24-Mar-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971482","AL_Asian_SEA4"
"R4A-2022-408",NA,"OR971481","Canis lupus familiaris","brain","=""03-Oct-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971481","AL_Asian_SEA4"
"R4A-2022-261",NA,"OR971480","Canis lupus familiaris","brain","=""24-Feb-2022""","date_collected",NA,NA,NA,"Cavite","Cavite","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971480","AL_Asian_SEA4"
"R4A-2022-252",NA,"OR971479","Canis lupus familiaris","brain","=""22-Feb-2022""","date_collected",NA,NA,NA,"Laguna","Laguna","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971479","AL_Asian_SEA4"
"R4A-2022-234",NA,"OR971478","Canis lupus familiaris","brain","=""17-Feb-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971478","AL_Asian_SEA4"
"R4A-2022-210",NA,"OR971477","Canis lupus familiaris","brain","=""15-Feb-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971477","AL_Asian_SEA4"
"R4A-2022-203",NA,"OR971476","Canis lupus familiaris","brain","=""14-Feb-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971476","AL_Asian_SEA4"
"R4A-2022-171",NA,"OR971475","Canis lupus familiaris","brain","=""02-Jul-2022""","date_collected",NA,NA,NA,"Cavite","Cavite","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971475","AL_Asian_SEA4"
"R4A-2022-104",NA,"OR971474","Canis lupus familiaris","brain","=""25-Jan-2022""","date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971474","AL_Asian_SEA4"
"R4A-2022-99",NA,"OR971473","Canis lupus familiaris","brain","=""25-Jan-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971473","AL_Asian_SEA4"
"R4A-2022-98",NA,"OR971472","Canis lupus familiaris","brain","=""24-Jan-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971472","AL_Asian_SEA4"
"R4A-2022-93",NA,"OR971471","Canis lupus familiaris","brain","=""21-Jan-2022""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971471","AL_Asian_SEA4"
"R4A-2022-40",NA,"OR971470","Canis lupus familiaris","brain","=""01-Nov-2022""","date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971470","AL_Asian_SEA4"
"R4A-2021-4446",NA,"OR971469","Canis lupus familiaris","brain","=""12-Jan-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971469","AL_Asian_SEA4"
"R4A-2021-4119",NA,"OR971468","Canis lupus familiaris","brain","=""11-Nov-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971468","AL_Asian_SEA4"
"R4A-2021-3398",NA,"OR971467","Canis lupus familiaris","brain","=""23-Sep-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971467","AL_Asian_SEA4"
"R4A-2021-3000",NA,"OR971466","Canis lupus familiaris","brain","=""26-Aug-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971466","AL_Asian_SEA4"
"R4A-2021-2999",NA,"OR971465","Canis lupus familiaris","brain","=""26-Aug-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971465","AL_Asian_SEA4"
"R4A-2021-2849",NA,"OR971464","Canis lupus familiaris","brain","=""08-Nov-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971464","AL_Asian_SEA4"
"R4A-2021-2750",NA,"OR971463","Canis lupus familiaris","brain","=""08-May-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971463","AL_Asian_SEA4"
"R4A-2021-2633",NA,"OR971462","Canis lupus familiaris","brain","=""27-Jul-2021""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971462","AL_Asian_SEA4"
"R4A-2021-1668",NA,"OR971461","Canis lupus familiaris","brain","=""29-Nov-2021""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971461","AL_Asian_SEA4"
"R4A-2021-1574",NA,"OR971460","Canis lupus familiaris","brain","=""10-Dec-2021""","date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971460","AL_Asian_SEA4"
"R4A-2020-2577",NA,"OR971459","Canis lupus familiaris","brain","=""29-May-2020""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971459","AL_Asian_SEA4"
"R4A-2020-2377",NA,"OR971458","Canis lupus familiaris","brain","=""04-Mar-2020""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971458","AL_Asian_SEA4"
"R4A-2020-0084",NA,"OR971457","Canis lupus familiaris","brain","=""03-Jan-2020""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971457","AL_Asian_SEA4"
"R4A-2019-5970",NA,"OR971456","Canis lupus familiaris","brain","=""27-Aug-2019""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971456","AL_Asian_SEA4"
"R4A-2019-5622",NA,"OR971455","Canis lupus familiaris","brain","=""05-Aug-2019""","date_collected",NA,NA,NA,"Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971455","AL_Asian_SEA4"
"R4A-2019-1033",NA,"OR971454","Canis lupus familiaris","brain","=""24-Oct-2019""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971454","AL_Asian_SEA4"
"R4A-2019-1023",NA,"OR971453","Canis lupus familiaris","brain","=""17-Oct-2019""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971453","AL_Asian_SEA4"
"R4A-2019-989",NA,"OR971452","Canis lupus familiaris","brain","=""03-Oct-2019""","date_collected",NA,NA,NA,"Laguna","Laguna","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971452","AL_Asian_SEA4"
"R4A-2019-949",NA,"OR971451","Canis lupus familiaris","brain","=""25-Sep-2019""","date_collected",NA,NA,NA,"Laguna","Laguna","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971451","AL_Asian_SEA4"
"R4A-2019-892",NA,"OR971450","Canis lupus familiaris","brain","=""09-Sep-2019""","date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971450","AL_Asian_SEA4"
"R4A-2019-857",NA,"OR971449","Canis lupus familiaris","brain","=""27-Aug-2019""","date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971449","AL_Asian_SEA4"
"R4A-2019-772",NA,"OR971448","Canis lupus familiaris","brain","=""01-Aug-2019""","date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971448","AL_Asian_SEA4"
"R4A-2019-472",NA,"OR971447","Canis lupus familiaris","brain","=""06-May-2019""","date_collected",NA,NA,NA,"Batangas","Batangas","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971447","AL_Asian_SEA4"
"R3-2022-0019",NA,"OR971446","Canis lupus familiaris","brain","=""18-jan-2022""","date_collected","San jose","San simon","Pampanga-San Simon","Pampanga","Pampanga","Region III (Central Luzon)","Region III (Central Luzon)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971446","AL_Asian_SEA4"
"R3-2022-0017",NA,"OR971445","Canis lupus familiaris","brain","=""13-jan-2022""","date_collected","Kaypian","City of san jose del monte","Bulacan-San Jose del Monte City","Bulacan","Bulacan","Region III (Central Luzon)","Region III (Central Luzon)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","OR971445","AL_Asian_SEA4"
